Key	EN	RU	DE	FR	IT	PT	ES	JA	ID	MS	AR
boy.page.40	“I will try!” declared {NAME:P1}.	«Можно, я попробую?» ‒ спросил {NAME:P1}.	„Ich versuche es!“, erklärte {NAME:P1}.	« Je vais essayer ! » déclara {NAME:P1}.	«Ci provo io!», annunciò {NAME:P1}.	“Eu vou tentar!”, afirmou {NAME:P1}.	“¡Yo lo intentaré!”, clamó {NAME:P1}.	「僕⁠が​やり⁠ます⁠！」​{NAME:P1}\nは​きっぱり⁠と​言い⁠まし⁠た。	“Biar saya coba!” tegas {NAME:P1}.	“Saya akan cuba!” tegas {NAME:P1}.	أعلنَ {NAME:P1}: ”أنا سأحاول!“
boy.page.41	“Look! I got through! I will find it!”	«Смотрите, я могу пролезть. Думаю, у меня получится!»	„Schaut, ich passe durch! Ich werde sie finden!“	« Regardez ! J’arrive à passer ! Je vais la trouver ! »	«Guarda! Ci passo! La troverò!»	“Vejam só! Consegui entrar! Vou encontrar sua coroa!”	“¡Miren! ¡Pude pasar! ¡La encontraré!”	「見⁠て⁠！⁠入れ⁠た⁠よ⁠！⁠ぜったい⁠見つける⁠ぞ⁠！」	“Lihat! Aku bisa masuk! Aku akan mencarinya!”	“Lihat! Saya boleh masuk! Saya akan cari mahkota tuanku!”	”رأيتم! يمكنني المرور! سأجده حتمًا!“
boy.page.42	{NAME:P1} went down into the crack and looked around.	{NAME:P1} спустился в расщелину и огляделся.	{NAME:P1} kletterte in die Spalte und schaute sich um.	{NAME:P1} passa de l’autre côté\nde la crevasse et regarda autour de lui.	{NAME:P1} si calò nella crepa e si guardò intorno.	{NAME:P1} desceu pela fenda e seguiu em busca da coroa.	{NAME:P1} se sumergió en la grieta y buscó a su alrededor.	{NAME:P1}​は​割れ目⁠に​入っ⁠て、\n​あたり⁠を​見回し⁠まし⁠た。	{NAME:P1} turun dan masuk ke dalam celah dan melihat-lihat.	{NAME:P1} turun ke dalam rekahan dan melihat sekeliling.	نزل {NAME:P1} في الشقّ وراح يبحث عن التاج.
boy.page.43	Above the crack the queen waited for news. Would {NAME:P1} be able\nto save the celebration and bring back the crown?	Стоя наверху, Королева ожидала новостей.\nПолучится ли у {NAME:P2} спасти праздник и вернуть корону?	Oberhalb der Spalte wartete die Königin auf Neuigkeiten.\nKonnte {NAME:P1} die Feier retten und die Krone zurückbringen?	Au dessus de la crevasse, la reine attendait. {NAME:P1} serait-il\ncapable de sauver sa fête d’anniversaire et de lui ramener sa couronne ?	Da fuori la regina aspettava notizie. Riuscirà {NAME:P1} a salvare\ni festeggiamenti e a riprendere la corona?	Acima da fenda, a rainha aguardava notícias. Será que o {NAME:P1}\nconseguiria salvar a celebração e trazer a coroa de volta?	Fuera de la grieta, la reina esperaba novedades.\nEs que, ¿podría {NAME:P1} recuperar la corona y salvar la celebración?	割れ目⁠の​上⁠で⁠は​女王⁠が​知らせ⁠を​待っ⁠て​い⁠まし⁠た。​{NAME:P1}​は\n王冠⁠を​取り戻し、​お祝い⁠を​する​こと⁠が​できる⁠でしょ⁠う⁠か⁠？	Di atas celah itu sang ratu menunggu kabar. Akankah {NAME:P1} mampu\nmenyelamatkan perayaan ulang tahunnya dan membawa kembali mahkotanya?	Di atas sana permaisuri menunggu berita. Dapatkah {NAME:P1}\nmemastikan sambutan itu berjalan dan mengembalikan mahkota?	انتظرت الملكة بصبر أمام الشقّ.\nهل سيتمكّن {NAME:P1} من إعادة التاج وإنقاذ الحفل الملكيّ؟
boy.page.44	And then his hand came out! The queen was overjoyed!	И тут на поверхности земли показалась рука муравьишки!\nКоролева была в восторге!	Und dann kam seine Hand zum Vorschein! Die Königin war überglücklich!	Sa main ressortit de la crevasse ! La reine débordait de joie !	E poi la sua mano spuntò dalla crepa! La regina era piena di gioia!	Foi quando a mão dele apareceu na abertura da fenda!\nA rainha ficou radiante!	¡Y fue entonces que emergió su mano! ¡La reina estaba exultante!	すると、​{NAME:P1}​の​手⁠が​出⁠て​き⁠まし⁠た⁠！\n⁠女王⁠は​とても⁠喜び⁠まし⁠た⁠！	Dan kemudian tangan si semut kecil itu muncul!\nSang Ratu bukan main senangnya!	Seketika kemudian tangannya keluar dari rekahan! Permaisuri amat gembira!	وفي تلك اللّحظة، خرجت يده من الشقّ! شعرت الملكة بسعادة غامرة!
boy.page.45	“Here Your Majesty. The crown is fine.”	«Держите, Ваше Величество. Корона в порядке».	„Hier, Eure Majestät. Die Krone ist unbeschädigt.“	« Et voilà, Votre Majesté. La couronne est en parfait état. »	«Ecco, Vostra Maestà. La corona è salva».	“Aqui está, Sua Majestade. A coroa está intacta.”	“Aquí está, Su Majestad. La corona está a salvo”.	「さあ​どうぞ、​女王⁠様。​王冠⁠は​無事⁠です」	“Ini Yang Mulia. Mahkotanya baik-baik saja.”	“Ini Baginda Ratu. Mahkota tuanku tidak rosak.”	”انظري يا صاحبة الجلالة. التاج بخير“.
boy.page.46	“Oh! Thank you very much, {NAME:P1}. You saved the celebration.”	«О, огромное тебе спасибо, {NAME:P1}! Ты спас мой праздник».	„Oh! Vielen Dank, {NAME:P1}. Du hast die Feier gerettet.“	« Oh ! Merci mille fois, {NAME:P1}. Tu as sauvé la fête. »	«Oh! Grazie mille, {NAME:P1}. Hai salvato i festeggiamenti».	“Ah! Muito obrigada, {NAME:P1}. Você salvou a celebração!”	“¡Oh! Muchas gracias, {NAME:P1}. Tú salvaste la fiesta”.	「ああ⁠！⁠本当に⁠ありがとう、​{NAME:P1}。\nあなた⁠は​お祝い⁠の​場⁠を​救っ⁠て​くれ⁠た⁠の⁠よ」	“Oh! Terima kasih banyak, {NAME:P1}.\nKamu sudah menyelamatkan perayaan ulang tahunku.”	“Oh! Terima kasih banyak, {NAME:P1}.\nKamu memastikan sambutan dapat berjalan.”	”يا إلهي! شكرا جزيلاً لكَ يا {NAME:P1}. لقد أنقذتَ الحفل الملكيّ“.
boy.page.47	“Hm. I think you deserve a reward.\nI will let you sit next to me and eat the most delicious royal food.”	«Я думаю, ты заслуживаешь награду. Я позволю тебе сесть рядом со мной\nи попробовать самую изысканную королевскую еду».	„Hm. Ich glaube, du verdienst eine Belohnung.\nDu darfst neben mir sitzen und vom leckersten königlichen Essen kosten.“	« Hum… Je pense que tu mérites une récompense. Je vais te laisser\nt’asseoir à côté de moi pour déguster la délicieuse nourriture royale. »	«Hm. Penso che ti meriti un premio. Ti farò sedere vicino a me\ne mangerai il cibo più buono riservato alla famiglia reale».	“Humm. Acho que você merece uma recompensa. Vou deixar que você\nse sente ao meu lado e aproveite a comida mais deliciosa da realeza!”	“Mmm. Creo que mereces una recompensa. Te dejaré sentarte\na mi lado y comer los deliciosos manjares reales”.	「そう⁠ね、​ご⁠褒美⁠を​あげる⁠わ。​私⁠の​となり⁠に​座ら⁠せ⁠て​あげ⁠て、\n一番​おいしい​女王⁠用⁠の​料理⁠を​食べ⁠させ⁠て​あげる⁠わ」	“Hm. Kupikir kamu layak mendapatkan hadiah. Nanti kamu duduk\ndi sampingku dan menikmati makanan kerajaan yang paling enak.”	“Hm. Saya fikir kamu wajar menerima ganjaran. Saya akan benarkan kamu\nduduk di sebelah saya dan makan makanan diraja yang paling lazat.”	”حسنًا. أعتقد أنكَ تستحق مكافأة.\nسأدعكَ تجلس بجانبي وتأكل أشهى الأطعمة الملكيّة“.
boy.page.48	{NAME:P1} was very happy. But he was even more happy\nbecause he knew that small ants could be useful too.	{NAME:P1} был вне себя от счастья. Но ещё большую радость\nему доставляло то, что маленькие муравьи тоже могут приносить пользу.	{NAME:P1} war überglücklich. Aber es erfreute ihn noch mehr,\nweil er wusste, dass kleine Ameisen auch eine Hilfe sein konnten.	{NAME:P1} était très heureux. Mais sa joie grandissait en se disant\nque même les petites fourmis pouvaient se montrer très utiles.	{NAME:P1} era felicissimo. Ma era ancora più felice perché sapeva\nche anche le formiche più piccole potevano essere d’aiuto.	{NAME:P1} ficou tão feliz! E ainda mais porque, agora, ele sabia\nque até as formiguinhas pequenas poderiam ser úteis de alguma forma.	{NAME:P1} estaba muy contento. Pero estaba más contento aún\npor haber demostrado que las hormigas pequeñas también pueden ser útiles.	{NAME:P1}​は​とても⁠喜び⁠まし⁠た。​そして、​小さな⁠アリ⁠も​役に\n立つ​こと⁠が​わかっ⁠た⁠ので、​もっと⁠うれしく​なり⁠まし⁠た。	{NAME:P1} pun sangat senang. Namun dia lebih senang lagi\nkarena dia tahu bahwa semut kecil pun bisa berguna.	{NAME:P1} berasa amat gembira. Namun dia lebih gembira lagi\nkerana dia tahu semut kecil pun berguna juga.	كان {NAME:P1} سعيدًا جدًا، لكنّه شعر بفخر أكبر\nلأنه أثبت أنّ الشَيْصَبانُ الصغار مفيدون أيضًا.
girl.description	No one looked up to the little ant. They all thought that she\ncouldn’t do anything. She was too little to help. But were\nthe other ants right? Don’t forget that first impressions\nare often misleading.	Никто не хотел считаться с маленькой муравьишкой,\nпотому что все думали, что она ни на что не способна.\nНо были ли обитатели муравейника правы? Ведь первое\nвпечатление может быть обманчивым.	Alle übergingen die kleine Ameise, und sie trauten ihr\nnichts zu. Sie war zu klein, um zu helfen. Aber hatten\ndie anderen Ameisen recht? Vergiss nie, dass der erste\nEindruck täuschen kann.	Personne ne respectait la petite fourmi. Ils pensaient\nqu’elle était trop petite pour aider. Mais les autres fourmis\navaient-elles raison ? N’oubliez pas que les apparences\npeuvent être trompeuses.	Nessuno ammirava la formichina. Pensavano tutti\nche non sapesse fare niente. Era troppo piccola per aiutare.\nMa avevano ragione le altre formiche? Non dimenticare\nche le prime impressioni spesso ingannano.	Ninguém dava a mínima para a formiguinha. Todas\nas outras formigas achavam que ela era pequena demais\npara ajudar. Mas será que elas estavam certas?\nNem sempre a primeira impressão condiz com a realidade.	Nadie valoraba a la pequeña hormiga. Todos pensaban\nque no podía hacer nada. Era demasiado pequeña\npara colaborar. Pero, ¿tenían razón las otras hormigas?\nNunca olvides que la primera impresión suele ser falaz.	小さなアリに期待する者はいません。みんな、小さすぎるアリは何もできないと思っていました。本当にそうでしょうか？第一印象はしばしば誤解を招くことをお忘れなく。	Tidak ada yang menghargai semut kecil itu. Mereka semua mengira dia tidak bisa apa-apa. Dia juga terlalu kecil untuk membantu. Tetapi apakah semut-semut lainnya benar? Jangan lupa, kesan pertama sering menipu.	Tiada sesiapa memandang tinggi kepada semut kecil. Semut lain fikir dia tidak dapat berbuat apa-apa. Dia terlalu kecil untuk membantu. Betulkah kata semut lain? Jangan lupa tanggapan pertama selalunya tersilap.	لم يحترم أحدٌ النملة الصغيرة. فبسبب حجمها الضئيل جدًا، ظنّها الجميع عاجزةً عن إنجاز أيّ مهمّة أو تقديم أيّ مساعدة. فهل كانت النّملات الأخريات على حقّ؟ تذكّروا أنّ المظاهر خدّاعة في أغلب الأحيان.
girl.description.iphone	No one looked up to the little ant. They all thought that she couldn’t do\nanything. She was too little to help. But were the other ants right?\nDon’t forget that first impressions are often misleading.	Никто не хотел считаться с маленькой муравьишкой, потому что\nвсе думали, что она ни на что не способна. Но были ли обитатели\nмуравейника правы? Ведь первое впечатление может быть обманчивым.	Alle übergingen die kleine Ameise, und sie trauten ihr nichts zu.\nSie war zu klein, um zu helfen. Aber hatten die anderen Ameisen recht?\nVergiss nie, dass der erste Eindruck täuschen kann.	Personne ne respectait la petite fourmi. Ils pensaient qu’elle était trop\npetite pour aider. Mais les autres fourmis avaient-elles raison ?\nN’oubliez pas que les apparences peuvent être trompeuses.	Nessuno ammirava la formichina. Pensavano tutti che non sapesse\nfare niente. Era troppo piccola per aiutare. Ma avevano ragione le altre\nformiche? Non dimenticare che le prime impressioni spesso ingannano.	Ninguém dava a mínima para a formiguinha. Todas as outras formigas\nachavam que ela era pequena demais para ajudar. Mas será que elas\nestavam certas? Nem sempre a primeira impressão condiz com a realidade.	Nadie valoraba a la pequeña hormiga. Todos pensaban que no podía hacer\nnada. Era demasiado pequeña para colaborar. Pero, ¿tenían razón las otras\nhormigas? Nunca olvides que la primera impresión suele ser falaz.	小さなアリに期待する者はいません。みんな、小さすぎるアリは何もできないと思っていました。本当にそうでしょうか？第一印象はしばしば誤解を招くことをお忘れなく。	Tidak ada yang menghargai semut kecil itu. Mereka semua mengira dia tidak bisa apa-apa. Dia juga terlalu kecil untuk membantu. Tetapi apakah semut-semut lainnya benar? Jangan lupa, kesan pertama sering menipu.	Tiada sesiapa memandang tinggi kepada semut kecil. Semut lain fikir dia tidak dapat berbuat apa-apa. Dia terlalu kecil untuk membantu. Betulkah kata semut lain? Jangan lupa tanggapan pertama selalunya tersilap.	لم يحترم أحدٌ النملة الصغيرة. فبسبب حجمها الضئيل جدًا، ظنّها الجميع عاجزةً عن إنجاز أيّ مهمّة أو تقديم أيّ مساعدة. فهل كانت النّملات الأخريات على حقّ؟ تذكّروا أنّ المظاهر خدّاعة في أغلب الأحيان.
girl.page.1	{NAME:P1} the ant woke up to the sound of marching overhead.\nShe rubbed her sleepy eyes. Where was everyone going?	Муравьишка {NAME:P1} проснулась от громких звуков марширующих\nног над головой. Она потёрла заспанные глаза. Куда это все идут?	Marschiergeräusche über ihr weckten {NAME:P1} die Ameise auf.\nSie rieb sich ihre schläfrigen Augen. Wo gingen alle hin?	{NAME:P1} la fourmi se réveilla au bruit de pas bruyants au dessus d’elle.\nFatiguée, elle se frotta les yeux. Mais où allaient-ils tous ?	La formichina {NAME:P1} si svegliò sentendo rumore di piedi in marcia.\nSi strofinò gli occhi assonnata. Dove stavano andando tutti?	Ainda era cedo quando {NAME:P1}, a formiguinha, acordou com um som\nde passos. Sonolenta, ela pensou: “mas para onde está indo todo mundo?”	La hormiga {NAME:P1} despertó con el repiqueteo de pasos marchando\nsobre su cabeza. Somnolienta, se restregó los ojos. ¿A dónde iban todos?	アリ⁠の​{NAME:P1}​は、​行進​する​足音⁠を​聞い⁠て​目⁠を​覚まし⁠まし⁠た。\n{NAME:P1}​は​眠い​目⁠を​こすり⁠まし⁠た。​みんな​どこ⁠へ​行く​の⁠でしょ⁠う⁠？	{NAME:P1} si semut terbangun karena suara berbaris di atas kepalanya.\nDia menggosok matanya yang mengantuk. Mau ke mana mereka semua?	{NAME:P1} si semut terjaga oleh bunyi berkawat di atas kepalanya.\nDia menggosok mata yang mengantuk. Ke mana semua semut mahu pergi?	استيقظت النملةُ {NAME:P1} على صوت أقدامٍ تدبّ فوق الأرض.\nفَركت عينيها الناعستين. يا ترى أين يذهب الجميع؟
girl.page.2	From her anthill bedroom, she heard the ant choir singing. It was\nthe queen’s birthday celebration song! {NAME:P1} jumped out of bed.	В её спальню в муравейнике доносилось пение хора. Это была песня\nв честь дня рождения Королевы! {NAME:P1} подскочила с кровати.	Von ihrem Schlafzimmer aus hörte sie den Chor singen. Es war das Lied\nzur Geburtstagsfeier der Königin! {NAME:P1} sprang aus dem Bett.	Depuis sa chambre, elle entendait la chorale de fourmis. C’était le chant\nde célébration de la reine fourmi ! {NAME:P1} sauta du lit.	Dalla camera nel formicaio, sentiva le formiche cantare in coro.\nEra la canzone per il compleanno della regina! {NAME:P1} balzò dal letto.	Do seu quarto, ela ouvia um coro de formigas cantando. Era a música\nde celebração para o aniversário da rainha! {NAME:P1} pulou da cama.	Desde su habitación en el hormiguero escuchó cantar a las hormigas.\n¡Era la canción de cumpleaños de la reina! {NAME:P1} saltó de la cama.	アリ⁠の​巣⁠の​寝室⁠の​外⁠から、​アリ⁠の​合唱⁠が​聞こえ⁠て​き⁠まし⁠た。​それ⁠は\n女王⁠の​誕生⁠日⁠を​祝う​歌⁠でし⁠た⁠！​{NAME:P1}​は​ベッド⁠から​飛び起き⁠まし⁠た。	Dari kamarnya di sarang semut, dia mendengar paduan suara semut.\nLagu perayaan ulang tahun ratu! {NAME:P1} loncat dari tempat tidurnya.	Dari bilik tidurnya di busut semut, dia mendengar koir menyanyi.\nItu lagu sambutan hari lahir permaisuri! {NAME:P1} melompat dari katil.	سمعت من غرفتها في عشّ النمل غناء الجوقة الموسيقيّة.\nإنها أنشودة الاحتفال بعيد ميلاد الملكة! نَهضت {NAME:P1} بحماس من الفراش.
girl.page.3	She ran in the direction of the music. Was it already the queen’s birthday?	Она помчалась в направлении, откуда была слышна музыка.\nЭто что, сегодня уже день рождения Королевы?	Sie rannte in Richtung der Musik.\nWar denn schon der Geburtstag der Königin?	Elle courut en direction de la musique.\nEst-ce que c’était déjà l’anniversaire de la reine ?	Corse in direzione della musica. Era già il compleanno della regina?	E saiu correndo na direção da música.\nSerá que já era o dia do aniversário da rainha?	Corrió hacia la música. ¿Era ya el cumpleaños de la reina?	{NAME:P1}​は​歌⁠が​聞こえる​方⁠へ​走っ⁠て​いき⁠まし⁠た。\n今日⁠は​女王⁠の​誕生⁠日⁠な​の⁠でしょ⁠う⁠か⁠？	Dia berlari ke arah sumber musik itu. Apakah hari ini ulang tahun sang Ratu?	Dia berlari ke arah muzik itu. Adakah hari lahir permaisuri sudah tiba?	ركضت باتجاه مصدر الموسيقى. هل هو عيد ميلاد الملكة فعلاً؟
girl.page.4	{NAME:P1} bumped straight into a big,\nstrong ant carrying a whole leaf by himself.	На бегу {NAME:P1} наткнулась на большого, сильного муравья,\nв одиночку тащившего огромный лист.	{NAME:P1} stieß direkt mit einer großen,\nstarken Ameise zusammen, die ganz allein ein Blatt trug.	{NAME:P1} se cogna contre une grande\net impressionnante fourmi qui portait à lui seul une feuille entière.	{NAME:P1} urtò contro una grossa formica forzuta\nche portava una grossa foglia tutta da sola.	No caminho, {NAME:P1} deu de cara com uma formiga grande e forte,\nque estava carregando uma folha inteira sozinha.	{NAME:P1} chocó de frente contra una hormiga grande y fuerte,\nque llevaba, ella sola, una hoja entera.	{NAME:P1}​は、​大きな⁠葉っぱ⁠を​運ん⁠で​いる\n大きく⁠て​強⁠そう⁠な​アリ⁠に​ぶつかり⁠まし⁠た。	{NAME:P1} menyenggol seekor semut besar\ndan kuat yang menggotong sehelai daun utuh sendirian.	{NAME:P1} bertembung dengan seekor semut besar\ndan kuat sedang mengangkat sehelai daun seorang diri.	اصطدمت {NAME:P1} بنملة ضخمة قويّة تحمل ورقة شجرٍ كاملة بمفردها.
girl.page.5	“Sorry about that!” {NAME:P1} said. “Is today the queen’s birthday?”	«Прошу прощения, ‒ сказала {NAME:P1}.\n‒ А сегодня, что, день рождения Королевы?»	„Tut mir leid!“, sagte {NAME:P1}. „Ist heute der Geburtstag der Königin?“	« Désolé ! dit {NAME:P1}.\nEst-ce que l’anniversaire de la reine est aujourd’hui ? »	«Scusa!», disse {NAME:P1} . «È oggi il compleanno della regina?»	“Ops, desculpe!”, disse {NAME:P1}. “É hoje o aniversário da rainha?”	“¡Disculpa!”, exclamó {NAME:P1}. “¿Es hoy el cumpleaños de la reina?”	「ごめんなさい⁠！」​{NAME:P1}​は​言い⁠まし⁠た。\n「今日⁠は​女王⁠様⁠の​誕生⁠日⁠な⁠の⁠？」	“Maaf!” kata {NAME:P1}. “Apakah hari ini ulang tahunnya Ratu?”	“Maaf sebab terlanggar!” {NAME:P1} berkata.\n“Adakah hari ini hari lahir permaisuri?”	”آسفة!“ اعتذرت {NAME:P1} ثم سألت: ”هل اليوم عيد ميلاد الملكة؟“
girl.page.6	“No, thank goodness,” replied the big ant. “Her birthday is tomorrow.\nNow scurry along. I must get this leaf to the chariot-building chamber.”	«Слава Богу, нет, ‒ ответил муравей. ‒ Её день рождения завтра.\nА сейчас посторонись-ка. Мне нужно отнести этот лист в мастерскую».	„Nein, zum Glück nicht“, erwiderte die große Ameise. „Ihr Geburtstag\nist morgen. Geh weiter. Ich muss dieses Blatt in die Baukammer bringen.“	« Non, dieu merci, répondit la grande fourmi. C’est demain. Maintenant\nécarte-toi. Je dois livrer cette feuille pour la construction des chars. »	«No, grazie al cielo», rispose l’altra formica. «È domani. Ora spostati.\nDevo portare questa foglia nella stanza dove costruiscono le carrozze».	“Não, graças a Deus”, respondeu a formigona. “O aniversário é só amanhã.\nAgora, sai fora! Preciso levar essa folha para a oficina de carruagens.”	“No, por suerte”, replicó la hormiga. “Su cumpleaños es mañana.\nApártate. Tengo que llevar esta hoja al taller de construcción de carruajes”.	「違う⁠よ」​大きな⁠アリ⁠は​言い⁠まし⁠た。​「女王⁠様⁠の​誕生⁠日⁠は​明日⁠だ⁠よ。\nさあ、​急が⁠ない⁠と。​この⁠葉っぱ⁠を​馬車⁠作り⁠の​部屋⁠に​持っ⁠て​いか⁠なく⁠ちゃ」	“Belum, untungnya,” si semut besar menjawab. “Ulang tahun beliau besok.\nSekarang lekaslah. Aku harus membawa daun ini ke ruang pembuatan kereta.”	“Syukurlah bukan,” balas si semut besar. “Hari lahirnya esok. Sekarang cepat\nbergerak. Saya mesti bawa daun ini ke bilik membuat kereta kuda.”	أجابت النملة الكبيرة: ”كلا لحسن الحظ، عيد ميلادها غدًا.\nتحرّكي الآن، عليّ إيصال هذه الورقة إلى حجرة بناء العربات“.
girl.page.7	“May I help you?” asked {NAME:P1}.\n“I’m a very good helper! Is there anything I can do?”	«А можно вам помочь? ‒ спросила {NAME:P1}.\n‒ Я очень хорошая помощница. Что я могу сделать?»	„Kann ich dir helfen?“, fragte {NAME:P1}.\n„Ich bin eine gute Helferin! Gibt es etwas, das ich tun kann?“	« Je peux t’aider ? demanda {NAME:P1}. Je peux être très utile !\nEst-ce que je peux faire quelque chose ? »	«Posso aiutarti?», chiese {NAME:P1}.\n«Sono un’ottima aiutante! C’è qualcosa che posso fare?»	“Posso te ajudar?”, perguntou {NAME:P1}. “Eu sou uma ótima ajudante!\nNão teria alguma coisa que eu possa fazer?”	“¿Puedo ayudarte?”, perguntó {NAME:P1}.\n“¡Soy muy buena ayudante! ¿Hay algo en lo que pueda colaborar?”	「何⁠か​お手伝い​できる​こと⁠は⁠？」​{NAME:P1}​は​聞き⁠まし⁠た。\n「お手伝い⁠が​得意⁠な⁠の⁠！⁠何⁠か​できる​こと⁠は​ある⁠？」	“Boleh kubantu?” tanya {NAME:P1}.\n“Aku biasa membantu! Ada yang bisa kulakukan?”	“Boleh saya bantu kamu?” tanya {NAME:P1}.\n“Saya pembantu yang amat bagus! Ada sesuatu yang boleh saya buat?”	سألت {NAME:P1}: ”أتسمحين لي بمساعدتكِ؟ إني أحب\nمساعدة الغير كثيرًا! أهناك أي مهمّة أستطيع إنجازها؟“
girl.page.8	“Maybe when you’re stronger,” said the ant. “We are in a hurry.”	«Может быть, когда подрастёшь, ‒ ответил муравей.\n‒ А сейчас я очень спешу».	„Vielleicht wenn du stärker bist“, sagte die Ameise. „Wir sind in Eile.“	« Peut-être quand tu seras plus forte, dit la fourmi.\nNous manquons de temps. »	«Forse quando sarai più forte», disse la formica. «Andiamo di fretta».	“Talvez quando você ficar mais forte”, respondeu a formiga.\n“A gente está com pressa.”	“Quizás cuando seas mas fuerte”,\ndijo la hormiga enorme. “Estamos apurados”.	「君⁠が​もっと⁠強く​なっ⁠たら⁠ね」\n​アリ⁠は​言い⁠まし⁠た。​「急い​でる​ん⁠だ」	“Mungkin kalau kamu sudah lebih kuat,”\nujar si semut besar. “Kami sedang buru-buru.”	“Mungkin apabila kamu lebih kuat nanti,” kata semut itu. “Kita mahu cepat.”	قالت النملة الكبيرة: ”يمكنكِ المساعدة عندما تصبحين أقوى. إنني مشغولةٌ الآن“.
girl.page.9	{NAME:P1} sighed and walked toward the sound of the singing.	{NAME:P1} вздохнула и направилась в сторону,\nоткуда доносилось пение.	{NAME:P1} seufzte und ging in Richtung des Gesangs.	{NAME:P1} soupira et continua son chemin\nen direction des bruits de chant.	{NAME:P1} sospirò e andò nella direzione da cui veniva il coro.	{NAME:P1} respirou fundo\ne continuou seu caminho em direção à música.	{NAME:P1} suspiró y caminó hacia donde provenían los cantos.	{NAME:P1}​は​フーッ⁠と​ため息⁠を​つい⁠て、\n歌⁠が​聞こえる​方⁠へ​歩い⁠て​いき⁠まし⁠た。	{NAME:P1} mendesah, lalu berjalan menuju suara nyanyian itu.	{NAME:P1} mengeluh dan berjalan ke arah bunyi nyanyian.	تنهّدت {NAME:P1} وأكملت باتجاه مصدر الغناء.
girl.page.10	She heard a bustle in the dining chamber and peeked inside.	Она услышала шум в столовой и заглянула внутрь.	Sie hörte geschäftiges Treiben aus dem Speisezimmer und lugte hinein.	Elle entendit de l’agitation dans la salle à manger et jeta un œil à l’intérieur.	Sentiva un viavai provenire dal salone da pranzo e sbirciò dentro.	Ao passar pelo salão de jantar,\nele ouviu um burburinho e decidiu dar uma espiadela.	Escuchó el bullicio del comedor y se asomó.	ダイニング​ルーム⁠から​にぎやか⁠な​音⁠が\n聞こえ⁠て​き⁠た⁠ので、​中⁠を​のぞい⁠て​み⁠まし⁠た。	Dia mendengar suara ribut di ruang makan, lalu dia mengintip ke dalam.	Dia mendengar bunyi kesibukan di bilik makan dan mengintai ke dalam.	سمِعت ضجيجًا يصدر من غُرفة الطعام، فاسترقت النظر للداخل.
girl.page.11	Lightning bugs brightened the room\nand tall ants were hanging clover garlands for the queen’s birthday banquet.	Светлячки освещали помещение, а высокие муравьи развешивали\nгирлянды из клевера для банкета в честь Королевы.	Glühwürmchen erhellten den Raum, und große Ameisen\nhängten Girlanden aus Klee für das Geburtstagsessen der Königin auf.	Des lucioles illuminaient la salle et de grandes fourmis accrochaient\ndes guirlandes de trèfles pour le banquet d’anniversaire de la reine.	Le lucciole illuminavano la stanza e le formiche più alte stavano\nappendendo ghirlande di trifogli per il banchetto della regina.	Um grupo de vagalumes iluminava o salão e formigas bem altas penduravam\num cordão de trevos para decorar o banquete de aniversário da rainha.	Las luciérnagas iluminaban la habitación y las hormigas más altas\ncolgaban guirnaldas para el banquete en honor del cumpleaños de la reina.	ホタル⁠が​部屋⁠を​明るく​てらし、​背⁠の​高い​アリ⁠たち⁠が​女王⁠の\n誕生⁠日⁠パーティー⁠の​ため⁠に​クローバー⁠の​花輪⁠を​かざっ⁠て​い⁠まし⁠た。	Kunang-kunang menerangi ruangan itu dan semut-semut yang tinggi\nmenggantungkan karangan bunga kemangi untuk jamuan ulang tahun Ratu.	Kunang-kunang menerangi bilik dan semut\nyang tinggi menggantung kalungan klover untuk jamuan hari lahir permaisuri.	كانت اليراعات تضئنَ الغرفة بينما تعلّق النملات الطويلات\nأكاليل البرسيم تجهيزًا لمأدبة عيد ميلاد الملكة.
